Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
6,Anaheim Ducks,Hampus Lindholm\lindhha01,SE,D,18,2020,Rogle Jr. (Sweden-Jr.),502,50,143,193,75,256,,,,,,,42.8
7,Minnesota Wild,Mathew Dumba\dumbama01,CA,D,18,2020,Red Deer (WHL),411,62,112,174,27,225,,,,,,,34.4
8,Pittsburgh Penguins,Derrick Pouliot\poulide01,CA,D,18,2020,Portland (WHL),202,8,40,48,-35,81,,,,,,,6.6
9,Winnipeg Jets,Jacob Trouba\troubja01,US,D,18,2020,USA U-18 (USHL),478,49,157,206,25,358,,,,,,,35.6
10,Tampa Bay Lightning,Slater Koekkoek\koekksl01,CA,D,18,2020,Peterborough (OHL),149,7,22,29,6,86,,,,,,,5.3
11,Washington Capitals,Filip Forsberg\forsbfi01,SE,C,18,2020,Leksand (Sweden-2),458,166,187,353,27,200,,,,,,,43.2
12,Buffalo Sabres,Mikhail Grigorenko\grigomi01,RU,C,18,2017,Quebec (QMJHL),217,22,42,64,-26,30,,,,,,,4.1
13,Dallas Stars,Radek Faksa\faksara01,CZ,C,18,2020,Kitchener (OHL),351,60,68,128,15,215,,,,,,,11.9
14,Buffalo Sabres,Zemgus Girgensons\girgeze01,LV,C,18,2020,Dubuque (USHL),489,61,77,138,-53,130,,,,,,,9.1
15,Ottawa Senators,Cody Ceci\cecico01,CA,D,18,2020,Ottawa (OHL),496,33,93,126,-53,108,,,,,,,20.6
16,Washington Capitals,Tom Wilson\wilsoto01,CA,RW,18,2020,Plymouth (OHL),522,78,110,188,30,1027,,,,,,,16.2
17,San Jose Sharks,Tomas Hertl\hertlto01,CZ,C,18,2020,Slavia (Czech),453,132,148,280,-1,135,,,,,,,30.8
18,Chicago Blackhawks,Teuvo Teravainen\teravte01,FI,LW,18,2020,Jokerit (Finland),428,91,198,289,54,72,,,,,,,30.3
19,Tampa Bay Lightning,Andrey Vasilevskiy\vasilan02,RU,G,18,2020,Ufa 2 (Russia-Jr.),260,0,11,11,0,26,260,159,73,18,.919,2.55,51.4
20,Philadelphia Flyers,Scott Laughton\laughsc01,CA,C,18,2020,Oshawa (OHL),321,44,62,106,-11,172,,,,,,,8.1
21,Calgary Flames,Mark Jankowski\jankoma01,CA,C,18,2020,Stanstead College (High-QC),208,36,28,64,-13,59,,,,,,,5.2
22,Pittsburgh Penguins,Olli Maatta\maattol01,FI,D,18,2020,London (OHL),427,29,95,124,61,118,,,,,,,26.9
23,Florida Panthers,Michael Matheson\mathemi01,CA,D,18,2020,Dubuque (USHL),299,33,58,91,-30,157,,,,,,,16.1
24,Boston Bruins,Malcolm Subban\subbama01,CA,G,18,2020,Belleville (OHL),66,0,0,0,0,6,66,30,23,7,.899,2.97,7.8
25,St. Louis Blues,Jordan Schmaltz\schmajo01,US,D,18,2019,Green Bay (USHL),42,0,5,5,-7,12,,,,,,,0.5
26,Vancouver Canucks,Brendan Gaunce\gauncbr01,CA,C,18,2020,Belleville (OHL),118,6,10,16,-7,47,,,,,,,0.0
27,Phoenix Coyotes,Henrik Samuelsson\samuehe01,US,C/RW,18,2015,Edmonton (WHL),3,0,0,0,-2,2,,,,,,,-0.1
28,New York Rangers,Brady Skjei\skjeibr01,US,D,18,2020,USA U-18 (USHL),314,25,88,113,-29,174,,,,,,,16.9
29,New Jersey Devils,Stefan Matteau\mattest02,US,LW,18,2020,USA U-18 (USHL),73,5,5,10,-14,32,,,,,,,0.0
30,Los Angeles Kings,Tanner Pearson\pearsta01,CA,LW,20,2020,Barrie (OHL),457,108,107,215,24,132,,,,,,,24.6
31,Columbus Blue Jackets,Oscar Dansk\danskos01,SE,G,18,2020,Brynas Jr. (Sweden-Jr.),5,0,0,0,0,0,5,3,1,0,.915,2.89,0.8
32,Edmonton Oilers,Mitchell Moroz\morozmi01,CA,LW,18,,Edmonton (WHL),,,,,,,,,,,,,
33,Montreal Canadiens,Sebastian Collberg\collbse01,SE,RW,18,,Frolunda (Sweden),,,,,,,,,,,,,
34,New York Islanders,Ville Pokka\pokkavi01,FI,D,18,,Karpat (Finland),,,,,,,,,,,,,
35,Toronto Maple Leafs,Matt Finn\finnma01,CA,D,18,,Guelph (OHL),,,,,,,,,,,,,
36,Anaheim Ducks,Nicolas Kerdiles\kerdini01,US,LW,18,2018,USA U-18 (USHL),3,0,0,0,1,0,,,,,,,0.0
37,Nashville Predators,Pontus Aberg\abergpo01,SE,LW,18,2020,Djurgarden (Sweden),132,17,27,44,-7,34,,,,,,,3.2
38,Carolina Hurricanes,Phillip Di Giuseppe\digiuph01,CA,LW,18,2020,Michigan (CCHA),170,15,30,45,-14,60,,,,,,,2.8
39,Winnipeg Jets,Lukas Sutter\suttelu01,US,C,18,,Saskatoon (WHL),,,,,,,,,,,,,
40,Tampa Bay Lightning,Dylan Blujus\blujudy01,US,D,18,,Brampton (OHL),,,,,,,,,,,,,
41,Colorado Avalanche,Mitchell Heard\heardmi01,CA,C,20,,Plymouth (OHL),,,,,,,,,,,,,
42,Calgary Flames,Patrick Sieloff\sielopa01,US,D,18,2018,USA U-18 (USHL),2,2,0,2,-1,2,,,,,,,0.4
43,Dallas Stars,Ludwig Bystrom\bystrlu01,SE,D,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,
44,Buffalo Sabres,Jake McCabe\mccabja01,US,D,18,2020,Wisconsin (WCHA),340,17,57,74,-30,194,,,,,,,15.7
45,Philadelphia Flyers,Anthony Stolarz\stolaan01,US,G,18,2020,Corpus Christi (NAHL),26,0,0,0,0,0,26,6,7,4,.910,2.99,4.0
46,Minnesota Wild,Raphael Bussieres\bussira01,CA,LW,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
47,Carolina Hurricanes,Brock McGinn\mcginbr01,CA,LW,18,2020,Guelph (OHL),308,43,50,93,-31,75,,,,,,,6.3
48,Chicago Blackhawks,Dillon Fournier\fourndi01,CA,D,18,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,,
49,Detroit Red Wings,Martin Frk\frkma01,CZ,RW,18,2020,Halifax (QMJHL),117,18,21,39,-27,22,,,,,,,2.8
50,Nashville Predators,Colton Sissons\sissoco01,CA,C,18,2020,Kelowna (WHL),322,46,46,92,36,113,,,,,,,8.1
51,Montreal Canadiens,Dalton Thrower\throwda01,CA,D,18,,Saskatoon (WHL),,,,,,,,,,,,,
52,Pittsburgh Penguins,Teddy Blueger\bluegte01,LV,C,18,2020,Shattuck-St. Mary's (High-MN),97,15,17,32,9,40,,,,,,,2.7
53,Tampa Bay Lightning,Brian Hart\hartbr01,US,RW,18,,Exeter (High-NH),,,,,,,,,,,,,
54,Dallas Stars,Mike Winther\winthmi01,CA,C,18,,Prince Albert (WHL),,,,,,,,,,,,,
55,San Jose Sharks,Chris Tierney\tiernch01,CA,C,18,2020,London (OHL),436,61,128,189,-41,86,,,,,,,13.7
56,St. Louis Blues,Sam Kurker\kurkesa01,US,RW,18,,St. John's Prep (High-MA),,,,,,,,,,,,,
57,Vancouver Canucks,Alexandre Mallet\malleal01,CA,LW,20,,Rimouski (QMJHL),,,,,,,,,,,,,
58,Phoenix Coyotes,Jordan Martinook\martijo01,CA,LW,20,2020,Vancouver (WCHL),374,43,60,103,-45,163,,,,,,,5.2
59,New York Rangers,Cristoval Nieves\nievecr01,US,C,18,2020,Kent School (High-CT),76,5,14,19,3,24,,,,,,,1.4
60,New Jersey Devils,Damon Severson\severda01,CA,D,18,2020,Kelowna (WHL),430,37,126,163,-107,264,,,,,,,24.3
61,Dallas Stars,Devin Shore\shorede01,CA,C,18,2020,Whitby (OJHL),288,39,67,106,-54,49,,,,,,,6.7
62,Columbus Blue Jackets,Joonas Korpisalo\korpijo01,FI,G,18,2020,Jokerit Jr. (Finland-Jr.),127,0,1,1,0,2,127,60,43,14,.908,2.80,19.1
63,Edmonton Oilers,Jujhar Khaira\khairju01,CA,LW,18,2020,Prince George (BCHL),218,21,31,52,-39,143,,,,,,,1.6
64,Montreal Canadiens,Tim Bozon\bozonti01,US,LW,18,,Kamloops (WHL),,,,,,,,,,,,,
65,New York Islanders,Adam Pelech\pelecad01,CA,D,18,2020,Erie (OHL),247,12,49,61,27,78,,,,,,,13.2
66,Nashville Predators,Jimmy Vesey\veseyji02,US,LW,19,2020,South Shore (EJHL),304,59,51,110,-25,82,,,,,,,9.3
67,St. Louis Blues,Mackenzie MacEachern\maceama01,US,LW,18,2020,Brother Rice High (High-MI),80,10,5,15,2,43,,,,,,,1.5
68,Minnesota Wild,John Draeger\draegjo01,US,D,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
69,Carolina Hurricanes,Daniel Altshuller\altshda01,CA,G,18,,Oshawa (OHL),,,,,,,,,,,,,
70,Winnipeg Jets,Scott Kosmachuk\kosmasc01,CA,RW,18,2016,Guelph (OHL),8,0,3,3,1,2,,,,,,,0.2
71,Tampa Bay Lightning,Tanner Richard\richata01,CA,C,19,2017,Guelph (OHL),3,0,0,0,-2,2,,,,,,,-0.1
72,Colorado Avalanche,Troy Bourke\bourktr01,CA,LW,18,,Prince George (WHL),,,,,,,,,,,,,
73,Buffalo Sabres,Justin Kea\keaju01,CA,C,18,,Saginaw (OHL),,,,,,,,,,,,,
74,Dallas Stars,Esa Lindell\lindees01,FI,D,18,2020,Jokerit Jr. (Finland-Jr.),308,27,73,100,43,91,,,,,,,24.6
75,Calgary Flames,Jon Gillies\gillijo01,US,G,18,2018,Indiana (USHL),12,0,0,0,0,2,12,4,5,1,.903,2.71,1.4
76,Ottawa Senators,Chris Driedger\driedch01,CA,G,18,2020,Calgary (WHL),15,0,0,0,0,0,15,7,3,1,.933,2.12,3.2
77,Washington Capitals,Chandler Stephenson\stephch02,CA,C/LW,18,2020,Regina (WHL),209,22,33,55,21,26,,,,,,,4.0
78,Philadelphia Flyers,Shayne Gostisbehere\gostish01,US,D,19,2020,Union (ECAC),340,51,148,199,-29,123,,,,,,,30.0
79,Chicago Blackhawks,Chris Calnan\calnach01,US,RW,18,,Nobles (High-MA),,,,,,,,,,,,,
80,Detroit Red Wings,Jake Paterson\paterja01,CA,G,18,,Saginaw (OHL),,,,,,,,,,,,,
81,Pittsburgh Penguins,Oskar Sundqvist\sundqos01,SE,C,18,2020,Skelleftea Jr. (Sweden-Jr.),201,28,35,63,-5,70,,,,,,,4.9
82,Ottawa Senators,Jarrod Maidens\maideja01,CA,C/LW,18,,Owen Sound (OHL),,,,,,,,,,,,,
83,Pittsburgh Penguins,Matt Murray\murrama02,CA,G,18,2020,Sault Ste. Marie (OHL),199,0,4,4,0,8,199,117,53,19,.914,2.67,35.2
84,Florida Panthers,Steven Hodges\hodgest01,CA,C,18,,Victoria (WHL),,,,,,,,,,,,,
85,Boston Bruins,Matthew Grzelcyk\grzelma01,US,D,18,2020,USA U-18 (USHL),197,10,44,54,45,126,,,,,,,13.1
86,St. Louis Blues,Colton Parayko\parayco01,CA,D,19,2020,Fort McMurray (AJHL),386,39,120,159,56,105,,,,,,,33.9
87,Anaheim Ducks,Frederik Andersen\anderfr01,DK,G,22,2020,Frolunda (Sweden),369,0,8,8,0,26,369,213,92,45,.917,2.63,69.2
88,Phoenix Coyotes,James Melindy\melinja01,CA,D,18,,Moncton (QMJHL),,,,,,,,,,,,,
89,Nashville Predators,Brendan Leipsic\leipsbr01,CA,LW,18,2020,Portland (WHL),187,16,43,59,-16,53,,,,,,,3.4
90,New Jersey Devils,Ben Johnson\johnsbe02,US,C/LW,18,,Windsor (OHL),,,,,,,,,,,,,
91,Edmonton Oilers,Daniil Zharkov\zharkda01,RU,LW,18,,Belleville (OHL),,,,,,,,,,,,,
92,Pittsburgh Penguins,Matia Marcantuoni\marcama01,CA,C/RW,18,,Kitchener (OHL),,,,,,,,,,,,,
93,Edmonton Oilers,Erik Gustafsson\gustaer02,SE,D,20,2020,Djurgarden (Sweden),221,28,91,119,-3,71,,,,,,,17.5
94,Montreal Canadiens,Brady Vail\vailbr01,US,C,18,,Windsor (OHL),,,,,,,,,,,,,
95,Columbus Blue Jackets,Josh Anderson\anderjo05,CA,RW,18,2020,London (OHL),267,65,50,115,27,212,,,,,,,13.2
96,New Jersey Devils,Ben Thomson\thomsbe01,CA,LW,19,2017,Kitchener (OHL),3,0,0,0,-4,4,,,,,,,-0.2
97,Anaheim Ducks,Kevin Roy\royke01,CA,C,19,2019,Lincoln (USHL),28,6,1,7,2,6,,,,,,,0.8
98,Minnesota Wild,Adam Gilmour\gilmoad01,US,C,18,,Nobles (High-MA),,,,,,,,,,,,,
99,Carolina Hurricanes,Erik Karlsson\karlser02,SE,C/LW,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,
100,Washington Capitals,Thomas Di Pauli\dipauth01,US,C,18,2020,USA U-18 (USHL),2,0,0,0,-3,10,,,,,,,-0.1
101,Tampa Bay Lightning,Cedric Paquette\paquece01,CA,C,19,2020,Blainville-Boisbriand (QMJHL),377,47,38,85,-2,345,,,,,,,5.4
102,Phoenix Coyotes,Rhett Holland\hollarh01,CA,D,18,,Okotoks (AJHL),,,,,,,,,,,,,
103,New York Islanders,Loic Leduc\leduclo01,CA,D,18,,Cape Breton (QMJHL),,,,,,,,,,,,,
104,Dallas Stars,Gemel Smith\smithge02,CA,C,18,2020,Owen Sound (OHL),83,12,9,21,0,42,,,,,,,2.1
105,Calgary Flames,Brett Kulak\kulakbr01,CA,D,18,2020,Vancouver (WCHL),214,8,27,35,3,84,,,,,,,7.6
106,Ottawa Senators,Timothy Boyle\boyleti01,US,D,19,,Nobles (High-MA),,,,,,,,,,,,,
107,Washington Capitals,Austin Wuthrich\wuthrau01,US,RW,19,,Notre Dame (CCHA),,,,,,,,,,,,,
108,Anaheim Ducks,Andrew O'Brien\obriean01,CA,D,19,,Chicoutimi (QMJHL),,,,,,,,,,,,,
109,San Jose Sharks,Christophe Lalancette\lalanch01,CA,RW,18,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,,
110,Detroit Red Wings,Andreas Athanasiou\athanan01,CA,C/LW,18,2020,London (OHL),303,84,72,156,-76,117,,,,,,,15.2
111,Philadelphia Flyers,Fredric Larsson\larssfr01,SE,D,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,
112,Nashville Predators,Zach Stepan\stepaza01,US,C,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
113,Pittsburgh Penguins,Sean Maguire\maguise01,CA,G,19,,Powell River (BCHL),,,,,,,,,,,,,
114,Florida Panthers,Alexander Delnov\delnoal01,RU,LW,18,,Mytischi 2 (Russia-Jr.),,,,,,,,,,,,,
115,Carolina Hurricanes,Trevor Carrick\carritr01,CA,D,18,2020,Mississauga St. Michael's (OHL),7,0,0,0,-2,12,,,,,,,-0.1
116,St. Louis Blues,Nicholas Walters\walteni01,CA,D,18,,Everett (WHL),,,,,,,,,,,,,
117,Philadelphia Flyers,Taylor Leier\leierta01,CA,LW,18,2018,Portland (WHL),55,2,5,7,-8,10,,,,,,,-0.3
118,Nashville Predators,Mikko Vainonen\vainomi01,FI,D,18,,HIFK Jr. (Finland-Jr.),,,,,,,,,,,,,
119,New York Rangers,Calle Andersson\anderca01,SE,D,18,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,
120,Carolina Hurricanes,Jaccob Slavin\slavija01,US,D,18,2020,Chicago (USHL),377,29,122,151,55,58,,,,,,,33.2
121,Los Angeles Kings,Nikolai Prokhorkin\prokhni01,RU,LW,18,2020,CSKA 2 (Russia-Jr.),43,4,10,14,-6,6,,,,,,,0.8
122,Montreal Canadiens,Charles Hudon\hudonch01,CA,LW,18,2020,Chicoutimi (QMJHL),125,14,27,41,-27,56,,,,,,,2.1
123,Edmonton Oilers,Joey Laleggia\lalegjo01,CA,D,20,,Denver (WCHA),,,,,,,,,,,,,
124,Calgary Flames,Ryan Culkin\culkiry01,CA,D,18,,Quebec (QMJHL),,,,,,,,,,,,,
125,New York Islanders,Doyle Somerby\somerdo01,US,D,18,,Kimball Union (High-NH),,,,,,,,,,,,,
126,Toronto Maple Leafs,Dominic Toninato\tonindo01,US,C,18,2020,Duluth East (High-MN),85,5,9,14,4,49,,,,,,,0.7
127,Anaheim Ducks,Brian Cooper\coopebr01,US,D,18,,Fargo (USHL),,,,,,,,,,,,,
128,Minnesota Wild,Daniel Gunnarsson\gunnada01,SE,D,20,,Lulea (Sweden),,,,,,,,,,,,,
129,Carolina Hurricanes,Brendan Woods\woodsbr01,CA,LW,20,2016,Wisconsin (WCHA),7,0,0,0,-1,7,,,,,,,-0.1
130,Winnipeg Jets,Connor Hellebuyck\helleco01,US,G,19,2020,Odessa (NAHL),270,0,7,7,0,4,270,148,85,22,.917,2.64,51.0
131,Boston Bruins,Seth Griffith\griffse01,CA,C,19,2018,London (OHL),79,8,11,19,-6,24,,,,,,,1.2
132,Colorado Avalanche,Michael Clarke\clarkmi01,CA,C,18,,Windsor (OHL),,,,,,,,,,,,,
133,Buffalo Sabres,Logan Nelson\nelsolo01,US,C,19,,Victoria (WHL),,,,,,,,,,,,,
134,Dallas Stars,Branden Troock\troocbr01,CA,RW,18,,Seattle (WHL),,,,,,,,,,,,,
135,New Jersey Devils,Graham Black\blackgr01,CA,C,19,,Swift Current (WHL),,,,,,,,,,,,,
136,Ottawa Senators,Robert Baillargeon\baillro01,US,C,18,,Indiana (USHL),,,,,,,,,,,,,
137,Washington Capitals,Connor Carrick\carrico01,US,D,18,2020,USA U-18 (USHL),230,12,35,47,-20,152,,,,,,,7.7
138,San Jose Sharks,Daniel O'Regan\oregada01,DE,C,18,2019,St. Sebastian's (High-MA),25,1,4,5,-4,2,,,,,,,0.1
139,Chicago Blackhawks,Garret Ross\rossga01,US,LW,20,,Saginaw (OHL),,,,,,,,,,,,,
140,Detroit Red Wings,Michael McKee\mckeemi02,CA,D,19,,Lincoln (USHL),,,,,,,,,,,,,
141,Philadelphia Flyers,Reece Willcox\willcre01,CA,D,18,,Merritt (BCHL),,,,,,,,,,,,,
142,New York Rangers,Thomas Spelling\spellth01,DK,RW,19,,Herning (Denmark),,,,,,,,,,,,,
143,Pittsburgh Penguins,Clark Seymour\seymocl01,CA,D,19,,Peterborough (OHL),,,,,,,,,,,,,
144,Dallas Stars,Henri Kiviaho\kiviahe01,FI,G,18,,Kalpa Jr. (Finland-Jr.),,,,,,,,,,,,,
145,Boston Bruins,Cody Payne\payneco01,GB,RW,18,,Plymouth (OHL),,,,,,,,,,,,,
146,St. Louis Blues,Francois Tremblay\trembfr01,CA,G,18,,Val-D'Or (QMJHL),,,,,,,,,,,,,
147,Vancouver Canucks,Ben Hutton\huttobe01,CA,D,19,2020,Nepean (CCHL),341,15,71,86,-70,125,,,,,,,13.7
148,Phoenix Coyotes,Niklas Tikkinen\tikkini01,FI,D,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,
149,Chicago Blackhawks,Travis Brown\browntr01,CA,D,18,,Moose Jaw (WHL),,,,,,,,,,,,,
150,New Jersey Devils,Alexander Kerfoot\kerfoal01,CA,C,18,2020,Coquitlam (BCHL),222,43,70,113,-18,98,,,,,,,9.8
151,Los Angeles Kings,Colin Miller\milleco02,CA,D,19,2020,Sault Ste. Marie (OHL),301,23,87,110,-13,213,,,,,,,17.8
152,Columbus Blue Jackets,Daniel Zaar\zaarda01,SE,RW,18,,Rogle Jr. (Sweden-Jr.),,,,,,,,,,,,,
153,Edmonton Oilers,John McCarron\mccarjo02,US,RW,20,,Cornell (ECAC),,,,,,,,,,,,,
154,Montreal Canadiens,Erik Nystrom\nystrer02,SE,LW,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,
155,New York Islanders,Jesse Graham\grahaje01,CA,D,18,,Niagara (OHL),,,,,,,,,,,,,
156,Toronto Maple Leafs,Connor Brown\brownco02,CA,RW,18,2020,Erie (OHL),324,59,83,142,6,68,,,,,,,12.0
157,Toronto Maple Leafs,Ryan Rupert\ruperry01,CA,C,18,,London (OHL),,,,,,,,,,,,,
158,Minnesota Wild,Christoph Bertschy\bertsch02,CH,C,18,2018,Bern (Swiss),9,0,1,1,1,8,,,,,,,0.0
159,Carolina Hurricanes,Collin Olson\olsonco01,US,G,18,,USA U-18 (USHL),,,,,,,,,,,,,
160,Winnipeg Jets,Ryan Olsen\olsenry01,CA,C,18,,Saskatoon (WHL),,,,,,,,,,,,,
161,Tampa Bay Lightning,Jake Dotchin\dotchja01,CA,D,18,2019,Owen Sound (OHL),103,3,20,23,23,112,,,,,,,5.7
162,Colorado Avalanche,Joseph Blandisi\blandjo01,CA,C/RW,18,2020,Owen Sound (OHL),101,10,21,31,-26,78,,,,,,,1.7
163,Buffalo Sabres,Linus Ullmark\ullmali01,SE,G,19,2020,MODO Jr. (Sweden-Jr.),97,0,1,1,0,4,97,41,41,10,.911,2.81,16.8
164,Nashville Predators,Simon Fernholm\fernhsi01,SE,D,18,,Huddinge Jr. (Sweden-Jr.),,,,,,,,,,,,,
165,Calgary Flames,Coda Gordon\gordoco01,CA,LW,18,,Swift Current (WHL),,,,,,,,,,,,,
166,Ottawa Senators,Francois Brassard\brassfr01,CA,G,18,,Quebec (QMJHL),,,,,,,,,,,,,
167,Washington Capitals,Riley Barber\barberi01,US,RW,18,2020,USA U-18 (USHL),12,0,0,0,-1,2,,,,,,,-0.2
168,San Jose Sharks,Clifford Watson\watsocl01,US,D,18,,Sioux City (USHL),,,,,,,,,,,,,
169,Chicago Blackhawks,Vincent Hinostroza\hinosvi01,US,C,18,2020,Waterloo (USHL),246,34,66,100,0,61,,,,,,,9.0
170,Detroit Red Wings,James De Haas\dehaaja01,CA,D,18,,Toronto Lakeshore (OJHL),,,,,,,,,,,,,
171,Los Angeles Kings,Tomas Hyka\hykato01,CZ,RW,19,2019,Gatineau (QMJHL),27,2,5,7,0,2,,,,,,,0.4
172,Nashville Predators,Max Gortz\gortzma01,SE,RW,19,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,
173,Pittsburgh Penguins,Anton Zlobin\zlobian01,RU,RW,19,,Shawinigan (QMJHL),,,,,,,,,,,,,
174,Florida Panthers,Francis Beauvillier\beauvfr01,CA,C/LW,18,,Rimouski (QMJHL),,,,,,,,,,,,,
175,Boston Bruins,Matthew Benning\bennima01,CA,D,18,2020,Spruce Grove (AJHL),248,15,46,61,32,126,,,,,,,13.7
176,St. Louis Blues,Petteri Lindbohm\lindbpe02,FI,D,18,2017,Jokerit Jr. (Finland-Jr.),40,2,1,3,-9,37,,,,,,,0.3
177,Vancouver Canucks,Wesley Myron\myronwe01,CA,LW,20,,Victoria (WHL),,,,,,,,,,,,,
178,Phoenix Coyotes,Hunter Fejes\fejeshu01,US,LW,18,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,
179,Nashville Predators,Marek Mazanec\mazanma01,CZ,G,21,2017,Plzen (Czech),31,0,1,1,0,0,31,8,13,4,.895,2.98,3.0
180,New Jersey Devils,Artur Gavrus\gavruar01,BY,C/LW,18,,Owen Sound (OHL),,,,,,,,,,,,,
181,Los Angeles Kings,Paul Ladue\laduepa01,US,D,20,2020,Lincoln (USHL),69,5,13,18,0,22,,,,,,,3.8
182,Columbus Blue Jackets,Gianluca Curcuruto\curcugi01,CA,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
183,Dallas Stars,Dmitry Sinitsyn\sinitdm01,RU,D,18,,Zelenograd Jr./U. Mass-Lowell (H-East),,,,,,,,,,,,,
184,Phoenix Coyotes,Marek Langhamer\langhma01,CZ,G,18,2018,Pardubice Jr. (Czech),2,0,0,0,0,0,2,0,0,0,.944,1.35,0.2
185,New York Islanders,Jake Bischoff\bischja01,US,D,18,2020,Grand Rapids (High-MN),4,0,0,0,-2,4,,,,,,,-0.1
186,Calgary Flames,Matthew Deblouw\debloma01,US,C,18,,Muskegon (USHL),,,,,,,,,,,,,
187,Anaheim Ducks,Kenton Helgesen\helgeke01,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
188,Minnesota Wild,Louis Nanne\nannelo02,US,LW,18,,Edina High (High-MN),,,,,,,,,,,,,
189,Carolina Hurricanes,Brendan Collier\collibr01,US,LW,18,,Malden Catholic (High-MA),,,,,,,,,,,,,
190,Winnipeg Jets,Jamie Phillips\phillja01,CA,G,19,,Toronto Jr. Canadiens (OJHL),,,,,,,,,,,,,
191,Chicago Blackhawks,Brandon Whitney\whitnbr01,CA,G,18,,Victoriaville (QMJHL),,,,,,,,,,,,,
192,Colorado Avalanche,Colin Smith\smithco01,CA,C,19,2015,Kamloops (WHL),1,0,0,0,0,0,,,,,,,0.0
193,Buffalo Sabres,Brady Austin\austibr01,CA,D,19,2017,Belleville (OHL),5,0,0,0,0,4,,,,,,,0.1
194,Florida Panthers,Jonatan Nielsen\nielsjo01,SE,D,19,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
195,Washington Capitals,Christian Djoos\djoosch01,SE,D,18,2020,Brynas Jr. (Sweden-Jr.),119,5,22,27,25,14,,,,,,,6.1
196,Ottawa Senators,Mikael Wikstrand\wikstmi01,SE,D,18,,Mora (Sweden-2),,,,,,,,,,,,,
197,Washington Capitals,Jaynen Rissling\risslja01,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
198,San Jose Sharks,Joakim Ryan\ryanjo02,US,D,19,2020,Cornell (ECAC),141,4,20,24,2,33,,,,,,,5.4
199,Chicago Blackhawks,Matt Tomkins\tomkima01,CA,G,18,,Sherwood Park (AJHL),,,,,,,,,,,,,
200,Detroit Red Wings,Rasmus Bodin\bodinra01,SE,LW,18,,Ostersunds (Sweden),,,,,,,,,,,,,
201,Philadelphia Flyers,Valeri Vasiliev\vasilva01,RU,D,18,,Spartak 2 (Russia-Jr.),,,,,,,,,,,,,
202,Tampa Bay Lightning,Nikita Gusev\gusevni01,RU,LW,20,2020,CSKA 2 (Russia-Jr.),66,13,31,44,-15,12,,,,,,,3.8
203,Washington Capitals,Sergey Kostenko\kostese01,RU,G,19,,Novokuznetsk 2 (Russia-Jr.),,,,,,,,,,,,,
204,Buffalo Sabres,Judd Peterson\peterju02,US,C/RW,18,,Duluth Marshall (High-MN),,,,,,,,,,,,,
205,Boston Bruins,Colton Hargrove\hargrco01,US,LW,20,,Fargo (USHL),,,,,,,,,,,,,
206,St. Louis Blues,Tyrel Seaman\seamaty01,CA,C,18,,Brandon (WHL),,,,,,,,,,,,,
207,Vancouver Canucks,Matthew Beattie\beattma01,US,LW,19,,Exeter (High-NH),,,,,,,,,,,,,
208,Phoenix Coyotes,Justin Hache\hacheju01,CA,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,,
209,Toronto Maple Leafs,Viktor Loov\loovvi01,SE,D,19,2016,Sodertalje (Sweden-2),4,0,2,2,4,0,,,,,,,0.6
210,Anaheim Ducks,Jaycob Megna\megnaja02,US,D,19,2019,Nebraska-Omaha (WCHA),43,1,4,5,-4,14,,,,,,,1.1
211,Los Angeles Kings,Nick Ebert\ebertni01,US,D,18,,Windsor (OHL),,,,,,,,,,,,,
1,Edmonton Oilers,Ryan Nugent-Hopkins\nugenry01,CA,C,18,2020,Red Deer (WHL),604,169,274,443,-44,201,,,,,,,45.5
2,Colorado Avalanche,Gabriel Landeskog\landega01,SE,LW,18,2020,Kitchener (OHL),633,198,262,460,36,489,,,,,,,52.1
3,Florida Panthers,Jonathan Huberdeau\huberjo01,CA,C,18,2020,Saint John (QMJHL),536,148,289,437,-6,251,,,,,,,46.0
4,New Jersey Devils,Adam Larsson\larssad01,SE,D,18,2020,Skelleftea (Sweden),547,21,106,127,16,323,,,,,,,30.8
5,New York Islanders,Ryan Strome\stromry01,CA,C,18,2020,Niagara (OHL),491,95,159,254,19,268,,,,,,,24.3
